Bioinformatics Analysis of Hsp20 Sequences in Proteobacteria.
('Bioinformatics', 'Bioinformatic', 'NNS', 'B-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
The phylum Proteobacteria is no exception in the sense that it too posses heat shock proteins.
('The', 'The', 'DT', 'B-NP', 'O')
('phylum', 'phylum', 'NN', 'I-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NNP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('exception', 'exception', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sense', 'sense', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('too', 'too', 'RB', 'B-ADVP', 'O')
('posses', 'posse', 'VBZ', 'B-VP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('proteins.', 'proteins.', 'NN', 'I-NP', 'O')
It is one of the largest phyla of the Bacteria domain and is further subdivided into five categories: alpha, beta, delta, epsilon and gamma The alpha, beta and gamma subclasses were highly supported by morphological analyses, however, the delta and epsilon subclasses were added separately and are considered to have separated earlier than the other subclasses on the phylogenetic tree (Ludwig and Klenk, 2001).
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('largest', 'large', 'JJS', 'I-NP', 'O')
('phyla', 'phyla', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Bacteria', 'Bacteria', 'NNP', 'I-NP', 'B-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('further', 'further', 'RBR', 'I-VP', 'O')
('subdivided', 'subdivide', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('five', 'five', 'CD', 'B-NP', 'O')
('categories:', 'categories:', 'NN', 'I-NP', 'O')
('alpha,', 'alpha,', 'NN', 'I-NP', 'O')
('beta,', 'beta,', 'NN', 'I-NP', 'O')
('delta,', 'delta,', 'NN', 'I-NP', 'O')
('epsilon', 'epsilon', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('gamma', 'gamma', 'NN', 'B-NP', 'O')
('The', 'The', 'DT', 'B-NP', 'O')
('alpha,', 'alpha,', 'NN', 'I-NP', 'O')
('beta', 'beta', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('gamma', 'gamma', 'NN', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('highly', 'highly', 'RB', 'I-VP', 'O')
('supported', 'support', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('morphological', 'morphological', 'JJ', 'B-NP', 'O')
('analyses,', 'analyses,', 'NN', 'I-NP', 'O')
('however,', 'however,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('delta', 'delta', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('epsilon', 'epsilon', 'NN', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('added', 'add', 'VBN', 'I-VP', 'O')
('separately', 'separately', 'RB', 'B-ADVP', 'O')
('and', 'and', 'CC', 'O', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('considered', 'consider', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('separated', 'separate', 'VBN', 'I-VP', 'O')
('earlier', 'earlier', 'RBR', 'B-ADVP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('phylogenetic', 'phylogenetic', 'JJ', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('(Ludwig', '(Ludwig', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Klenk,', 'Klenk,', 'NNP', 'B-NP', 'O')
('2001).', '2001).', 'CD', 'I-NP', 'O')
All Proteobacteria are Gram negative and posses a membrane composed of lipopolysaccharides.
('All', 'All', 'DT', 'B-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('Gram', 'Gram', 'NNP', 'B-NP', 'O')
('negative', 'negative', 'JJ', 'B-ADJP', 'O')
('and', 'and', 'CC', 'O', 'O')
('posses', 'posse', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('membrane', 'membrane', 'NN', 'I-NP', 'O')
('composed', 'compose', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('lipopolysaccharides.', 'lipopolysaccharides.', 'NN', 'B-NP', 'O')
Betaproteobacteria play a pivotal role in plant nitrogen fixation and are commonly found in environmental samples (Dedysh et al., 2004).
('Betaproteobacteria', 'Betaproteobacteria', 'NNS', 'B-NP', 'O')
('play', 'play', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('pivotal', 'pivotal', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('plant', 'plant', 'NN', 'B-NP', 'O')
('nitrogen', 'nitrogen', 'NN', 'I-NP', 'O')
('fixation', 'fixation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('commonly', 'commonly', 'RB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('environmental', 'environmental', 'JJ', 'B-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('(Dedysh', '(Dedysh', 'VBP', 'B-VP', 'O')
('et', 'et', 'NN', 'B-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2004).', '2004).', 'CD', 'B-NP', 'O')
Epsilonproteobacteria are known to inhabit the digestive tracts of animals and humans (Miroschnichenko et al., 2004).
('Epsilonproteobacteria', 'Epsilonproteobacteria', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('inhabit', 'inhabit', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('digestive', 'digestive', 'JJ', 'I-NP', 'O')
('tracts', 'tract', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('animals', 'animal', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('humans', 'human', 'NNS', 'I-NP', 'O')
('(Miroschnichenko', '(Miroschnichenko', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2004).', '2004).', 'CD', 'B-NP', 'O')
Gammaproteobacteria encompass several species of medically and scientifically important groups of bacteria that include Salmonella, Vibrio, Pseudomonas and Escherichia (Lee et al., 2005).
('Gammaproteobacteria', 'Gammaproteobacteria', 'NNS', 'B-NP', 'O')
('encompass', 'encompass', 'VBP', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('medically', 'medically', 'RB', 'B-ADVP', 'O')
('and', 'and', 'CC', 'I-ADVP', 'O')
('scientifically', 'scientifically', 'RB', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('Salmonella,', 'Salmonella,', 'NNP', 'B-NP', 'O')
('Vibrio,', 'Vibrio,', 'NNP', 'I-NP', 'O')
('Pseudomonas', 'Pseudomonas', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Escherichia', 'Escherichia', 'NNP', 'B-NP', 'O')
('(Lee', '(Lee', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2005).', '2005).', 'CD', 'B-NP', 'O')
The major aim of our present work is to study the sequence evolution of Hsp20 among all five subclasses of   Proteobacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('major', 'major', 'JJ', 'I-NP', 'O')
('aim', 'aim', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('present', 'present', 'JJ', 'I-NP', 'O')
('work', 'work', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('study', 'study', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('evolution', 'evolution', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('among', 'among', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
The genomes of all Proteobacteria described in NCBI site were examined in order to find which strains posses Hsp20.
('The', 'The', 'DT', 'B-NP', 'O')
('genomes', 'genome', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NNS', 'I-NP', 'O')
('described', 'describe', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('NCBI', 'NCBI', 'NN', 'B-NP', 'B-DNA')
('site', 'site', 'NN', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('examined', 'examine', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('find', 'find', 'VB', 'I-VP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('strains', 'strain', 'VBZ', 'B-VP', 'O')
('posses', 'posse', 'NNS', 'B-NP', 'O')
('Hsp20.', 'Hsp20.', 'NN', 'I-NP', 'B-protein')
Based on morphological phylogenetic analyses, four to seven of the strains representing the five Proteobacteria subclasses were chosen for sequence homology analysis.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('morphological', 'morphological', 'JJ', 'B-NP', 'O')
('phylogenetic', 'phylogenetic', 'JJ', 'I-NP', 'O')
('analyses,', 'analyses,', 'NN', 'I-NP', 'O')
('four', 'four', 'CD', 'B-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('seven', 'seven', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strains', 'strain', 'NNS', 'I-NP', 'O')
('representing', 'represent', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NNP', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('chosen', 'choose', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('sequence', 'sequence', 'NN', 'B-NP', 'O')
('homology', 'homology', 'NN', 'I-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
These sequences were then analyzed using a number of bioinformatics tools to determine a common evolutionary pattern among Hsp20 among the subclasses of proteobacteria.
('These', 'These', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('then', 'then', 'RB', 'I-VP', 'O')
('analyzed', 'analyze', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bioinformatics', 'bioinformatic', 'NNS', 'B-NP', 'O')
('tools', 'tool', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('among', 'among', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('proteobacteria.', 'proteobacteria.', 'NN', 'B-NP', 'O')
The complete Hsp20 protein sequences from the 24 Proteobacteria microorganisms were obtained from NCBI (http://www.
('The', 'The', 'DT', 'B-NP', 'O')
('complete', 'complete', 'JJ', 'I-NP', 'O')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('24', '24', 'CD', 'I-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NNP', 'I-NP', 'O')
('microorganisms', 'microorganism', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('NCBI', 'NCBI', 'NNP', 'B-NP', 'O')
('(http://www.', '(http://www.', 'NNP', 'I-NP', 'O')
ncbi.
('ncbi.', 'ncbi.', 'LS', 'B-LST', 'O')
nlm.
('nlm.', 'nlm.', 'LS', 'B-LST', 'O')
nih.
('nih.', 'nih.', 'LS', 'B-LST', 'O')
gov).
('gov).', 'gov).', 'LS', 'B-LST', 'O')
The protein sequences include at least four Hsp20 sequences from the five subclasses of Proteobacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('at', 'at', 'IN', 'B-NP', 'O')
('least', 'least', 'JJS', 'I-NP', 'O')
('four', 'four', 'CD', 'I-NP', 'O')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'B-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
Hsp20 was chosen after careful examination its sequences to determine that it occurs in a medial amount of strains of the Proteobacteria phylum.
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('chosen', 'choose', 'VBN', 'I-VP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('careful', 'careful', 'JJ', 'B-NP', 'O')
('examination', 'examination', 'NN', 'I-NP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('occurs', 'occur', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('medial', 'medial', 'JJ', 'I-NP', 'O')
('amount', 'amount', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('strains', 'strain', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Proteobacteria', 'Proteobacteria', 'NN', 'I-NP', 'O')
('phylum.', 'phylum.', 'NN', 'I-NP', 'O')
Hsp20 sequences were found only in little over fifty percent of strains in this phylum.
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('little', 'little', 'RB', 'B-NP', 'O')
('over', 'over', 'IN', 'I-NP', 'O')
('fifty', 'fifty', 'CD', 'I-NP', 'O')
('percent', 'percent', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('strains', 'strain', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('phylum.', 'phylum.', 'NN', 'I-NP', 'O')
In other words, Hsp20 sequences are yet to be identified in many bacterial strains.
('In', 'In', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('words,', 'words,', 'NN', 'I-NP', 'B-DNA')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'I-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('yet', 'yet', 'RB', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('bacterial', 'bacterial', 'JJ', 'I-NP', 'O')
('strains.', 'strains.', 'NNS', 'I-NP', 'O')
From these strains preliminary phylogenetic trees were assembled to determine which sequences were most closely related based on bootstrap values.
('From', 'From', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('strains', 'strain', 'NNS', 'I-NP', 'O')
('preliminary', 'preliminary', 'JJ', 'B-NP', 'O')
('phylogenetic', 'phylogenetic', 'JJ', 'I-NP', 'O')
('trees', 'tree', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('assembled', 'assemble', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('most', 'most', 'RBS', 'I-VP', 'O')
('closely', 'closely', 'RB', 'I-VP', 'O')
('related', 'relate', 'VBN', 'I-VP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('bootstrap', 'bootstrap', 'NN', 'B-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Four to seven sequences with the highest bootstrap values were chosen to represent the five subclasses of Proteobacteria.
('Four', 'Four', 'CD', 'B-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('seven', 'seven', 'CD', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('highest', 'high', 'JJS', 'I-NP', 'O')
('bootstrap', 'bootstrap', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('chosen', 'choose', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('represent', 'represent', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
The Hsp20 protein sequences were aligned using the multiple sequence alignment program CLUSTALW (Thompson et al., 1994).
('The', 'The', 'DT', 'B-NP', 'O')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('aligned', 'align', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('multiple', 'multiple', 'JJ', 'I-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('alignment', 'alignment', 'NN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('CLUSTALW', 'CLUSTALW', 'NNP', 'I-NP', 'O')
('(Thompson', '(Thompson', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1994).', '1994).', 'CD', 'B-NP', 'O')
Alignments were performed within and between the five subclasses of Proteobacteria.
('Alignments', 'Alignment', 'NNS', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('between', 'between', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
To compare the similarity between the Hsp20 protein sequences found in the subclasses of Proteobacteria, Dot-plot comparisons using Dotmatcher with a window size of 10 and a threshold of 23 were performed (Rice and Longden, 2000).
('To', 'To', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('similarity', 'similarity', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('found', 'find', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria,', 'Proteobacteria,', 'NNP', 'B-NP', 'O')
('Dot-plot', 'Dot-plot', 'NNP', 'I-NP', 'O')
('comparisons', 'comparison', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('Dotmatcher', 'Dotmatcher', 'NNP', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('window', 'window', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('10', '10', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('threshold', 'threshold', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('23', '23', 'CD', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('(Rice', '(Rice', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Longden,', 'Longden,', 'NNP', 'B-NP', 'O')
('2000).', '2000).', 'CD', 'I-NP', 'O')
Dotplots are used to compare the similarities of a very closely related genes or protein sequences (Chandra et al., 2006).
('Dotplots', 'Dotplot', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('similarities', 'similarity', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('very', 'very', 'RB', 'I-NP', 'B-DNA')
('closely', 'closely', 'RB', 'I-NP', 'I-DNA')
('related', 'related', 'JJ', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('or', 'or', 'CC', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('(Chandra', '(Chandra', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
They consider only the diagonal fragments of similarity and project them onto the axes of a graph based on a data matrix, distance matrix and a chi-squared analysis (Landes et al., 1992).
('They', 'They', 'PRP', 'B-NP', 'O')
('consider', 'consider', 'VBP', 'B-VP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'B-DNA')
('fragments', 'fragment', 'NNS', 'I-NP', 'I-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('similarity', 'similarity', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('project', 'project', 'VB', 'B-VP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('onto', 'onto', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('axes', 'ax', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('graph', 'graph', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('matrix,', 'matrix,', 'NN', 'I-NP', 'O')
('distance', 'distance', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
