A Comparative Analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase (MBPT) from Pathogenic and Non-pathogenic Bacteria.
('A', 'A', 'DT', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('thinner', 'thinner', 'NN', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('walled,', 'walled,', 'NN', 'I-NP', 'O')
('gram', 'gram', 'NN', 'I-NP', 'O')
('negative', 'negative', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('Hemophilus', 'Hemophilus', 'NNP', 'B-NP', 'O')
('influenza.', 'influenza.', '.', 'O', 'O')
Gram positive bacteria such as Staphylococcus aureus have a thicker cell wall as the peptide sequence is: Lalanine, Dglutamine, Llysine, and Dalanine.
('Gram', 'Gram', 'NN', 'B-NP', 'O')
('positive', 'positive', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('Staphylococcus', 'Staphylococcus', 'FW', 'B-NP', 'O')
('aureus', 'aureus', 'FW', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('thicker', 'thick', 'JJR', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall', 'wall', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peptide', 'peptide', 'NN', 'I-NP', 'B-DNA')
('sequence', 'sequence', 'NN', 'I-NP', 'I-DNA')
('is:', 'is:', ':', 'O', 'O')
('Lalanine,', 'Lalanine,', 'NNP', 'B-NP', 'O')
('Dglutamine,', 'Dglutamine,', 'NNP', 'I-NP', 'O')
('Llysine,', 'Llysine,', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Dalanine.', 'Dalanine.', 'NNP', 'B-NP', 'O')
MBPT links the nucleophilic hydroxyl group on the fourth carbon of the NAG moiety to the electrophilic carbon with the protruding diphospholipid chain of the NAM moiety (Yuan et al., 2007).
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('links', 'link', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nucleophilic', 'nucleophilic', 'JJ', 'I-NP', 'O')
('hydroxyl', 'hydroxyl', 'NN', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fourth', 'fourth', 'JJ', 'I-NP', 'O')
('carbon', 'carbon', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('NAG', 'NAG', 'NN', 'I-NP', 'O')
('moiety', 'moiety', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('electrophilic', 'electrophilic', 'JJ', 'I-NP', 'O')
('carbon', 'carbon', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protruding', 'protrude', 'VBG', 'I-NP', 'B-protein')
('diphospholipid', 'diphospholipid', 'NN', 'I-NP', 'I-protein')
('chain', 'chain', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('NAM', 'NAM', 'NN', 'I-NP', 'O')
('moiety', 'moiety', 'NN', 'I-NP', 'O')
('(Yuan', '(Yuan', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
An over expression of the MBPT gene, mgt, causes an increase in the formation of the peptidoglycan subunits, in vitro, as further work can be done to analyze the precise lengths of the glycan chain created by monofunctional and bifunctional transpeptidase which may infer further differences between infectious and non infectious bacteria (Di Berardino et al., 1996).
('An', 'An', 'DT', 'B-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('MBPT', 'MBPT', 'NN', 'I-NP', 'B-protein')
('gene,', 'gene,', 'NN', 'I-NP', 'I-protein')
('mgt,', 'mgt,', 'NN', 'I-NP', 'I-protein')
('causes', 'cause', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('increase', 'increase', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('formation', 'formation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peptidoglycan', 'peptidoglycan', 'NN', 'I-NP', 'O')
('subunits,', 'subunits,', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('vitro,', 'vitro,', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('work', 'work', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('analyze', 'analyze', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('precise', 'precise', 'JJ', 'I-NP', 'O')
('lengths', 'length', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('glycan', 'glycan', 'NN', 'I-NP', 'B-protein')
('chain', 'chain', 'NN', 'I-NP', 'I-protein')
('created', 'create', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('monofunctional', 'monofunctional', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('bifunctional', 'bifunctional', 'JJ', 'I-NP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('infer', 'infer', 'VB', 'I-VP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('(Di', '(Di', 'NNP', 'I-NP', 'O')
('Berardino', 'Berardino', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1996).', '1996).', 'CD', 'B-NP', 'O')
The generation of MBPT from the mgt gene also gives MBPT its own identity separate from the bi  functional PBP which is transcribed from the pbp gene even though both enzymes share a great deal of homology in their respective PGT domains (Barrett, 2007; DiBerardi et al., 1996; Paik et al., 1997; Spratt et al., 2006).
('The', 'The', 'DT', 'B-NP', 'O')
('generation', 'generation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mgt', 'mgt', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('also', 'also', 'RB', 'B-ADVP', 'O')
('gives', 'give', 'VBZ', 'B-VP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('its', 'its', 'PRP$', 'B-NP', 'O')
('own', 'own', 'JJ', 'I-NP', 'O')
('identity', 'identity', 'NN', 'I-NP', 'O')
('separate', 'separate', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bi', 'bi', 'NN', 'I-NP', 'O')
('functional', 'functional', 'JJ', 'I-NP', 'O')
('PBP', 'PBP', 'NN', 'I-NP', 'B-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('transcribed', 'transcribe', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pbp', 'pbp', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('even', 'even', 'RB', 'B-SBAR', 'O')
('though', 'though', 'IN', 'I-SBAR', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('enzymes', 'enzyme', 'NNS', 'I-NP', 'B-protein')
('share', 'share', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('great', 'great', 'JJ', 'I-NP', 'O')
('deal', 'deal', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('homology', 'homology', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('respective', 'respective', 'JJ', 'I-NP', 'O')
('PGT', 'PGT', 'NN', 'I-NP', 'O')
('domains', 'domain', 'VBZ', 'B-VP', 'O')
('(Barrett,', '(Barrett,', 'NNP', 'B-NP', 'B-RNA')
('2007;', '2007;', ':', 'O', 'I-RNA')
('DiBerardi', 'DiBerardi', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1996;', '1996;', ':', 'O', 'O')
('Paik', 'Paik', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1997;', '1997;', ':', 'O', 'O')
('Spratt', 'Spratt', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
Bioinformatic analysis of the monofunctional transpeptidase protein may provide further insight into the actions of infectious bacteria especially in comparison to MBPT and PBP.
('Bioinformatic', 'Bioinformatic', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('monofunctional', 'monofunctional', 'JJ', 'I-NP', 'B-protein')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'I-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('may', 'may', 'MD', 'B-VP', 'O')
('provide', 'provide', 'VB', 'I-VP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('insight', 'insight', 'NN', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('actions', 'action', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('especially', 'especially', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('comparison', 'comparison', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('PBP.', 'PBP.', 'NN', 'I-NP', 'O')
The precise role of each peptidoglycan synthesizing enzyme is still unknown as it is possible that the biosynthesis, repair, and upkeep of the cell wall is so vital that each enzyme may be called upon for a different reason be it synthesizing a new cell wall, repairing the cell wall, or fixing mistakes in the structure of the cell wall all of which are similar to the role of polymerases in DNA construction.
('The', 'The', 'DT', 'B-NP', 'O')
('precise', 'precise', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('peptidoglycan', 'peptidoglycan', 'NN', 'I-NP', 'B-protein')
('synthesizing', 'synthesize', 'VBG', 'B-VP', 'I-protein')
('enzyme', 'enzyme', 'NN', 'B-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('still', 'still', 'RB', 'B-ADVP', 'O')
('unknown', 'unknown', 'JJ', 'B-ADJP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('possible', 'possible', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('biosynthesis,', 'biosynthesis,', 'NN', 'I-NP', 'O')
('repair,', 'repair,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('upkeep', 'upkeep', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall', 'wall', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('so', 'so', 'RB', 'B-ADJP', 'O')
('vital', 'vital', 'JJ', 'I-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('enzyme', 'enzyme', 'NN', 'I-NP', 'B-protein')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('called', 'call', 'VBN', 'I-VP', 'O')
('upon', 'upon', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('reason', 'reason', 'NN', 'I-NP', 'O')
('be', 'be', 'VB', 'B-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('synthesizing', 'synthesize', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall,', 'wall,', 'NN', 'I-NP', 'O')
('repairing', 'repair', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall,', 'wall,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('fixing', 'fix', 'VBG', 'B-VP', 'O')
('mistakes', 'mistake', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall', 'wall', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('polymerases', 'polymeras', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('DNA', 'DNA', 'NN', 'B-NP', 'O')
('construction.', 'construction.', 'NN', 'I-NP', 'O')
Though the two proteins have similar roles, structures, and domains (PGT), MBPT is present in a great many more bacteria than PBP with a wide variety of habitats as well as forms of infection suggesting that MBPT may play a key role in the biosynthesis of the cell wall in a majority of bacteria and a new source of differentiation in the pathology of bacteria.
('Though', 'Though', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('roles,', 'roles,', 'NN', 'I-NP', 'O')
('structures,', 'structures,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('domains', 'domain', 'VBZ', 'B-VP', 'O')
('(PGT),', '(PGT),', 'NNP', 'B-NP', 'B-protein')
('MBPT', 'MBPT', 'NNP', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('great', 'great', 'JJ', 'I-NP', 'O')
('many', 'many', 'JJ', 'I-NP', 'O')
('more', 'more', 'JJR', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('PBP', 'PBP', 'NN', 'B-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('wide', 'wide', 'JJ', 'I-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('habitats', 'habitat', 'NNS', 'B-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('forms', 'form', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infection', 'infection', 'NN', 'B-NP', 'O')
('suggesting', 'suggest', 'VBG', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('may', 'may', 'MD', 'B-VP', 'O')
('play', 'play', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('key', 'key', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('biosynthesis', 'biosynthesis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall', 'wall', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('majority', 'majority', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('source', 'source', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('differentiation', 'differentiation', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pathology', 'pathology', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria.', 'bacteria.', 'NN', 'B-NP', 'O')
Bacterial pathogenicity has been one of the highly studied fields for obvious reasons and has lead to the identification of a variety of virulence factors such as adhesion molecules, metabolic enzymes, and toxins, which take advantage of a host’s resources to allow the infectious bacteria to multiply and spread (Yang et al., 2008).
('Bacterial', 'Bacterial', 'JJ', 'B-NP', 'O')
('pathogenicity', 'pathogenicity', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('highly', 'highly', 'RB', 'I-NP', 'O')
('studied', 'study', 'VBN', 'I-NP', 'O')
('fields', 'field', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('obvious', 'obvious', 'JJ', 'B-NP', 'O')
('reasons', 'reason', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('lead', 'lead', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('identification', 'identification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('virulence', 'virulence', 'NN', 'B-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('adhesion', 'adhesion', 'NN', 'B-NP', 'O')
('molecules,', 'molecules,', 'NN', 'I-NP', 'O')
('metabolic', 'metabolic', 'JJ', 'I-NP', 'O')
('enzymes,', 'enzymes,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('toxins,', 'toxins,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('take', 'take', 'VBP', 'B-VP', 'O')
('advantage', 'advantage', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('host’s', 'host’', 'NNS', 'I-NP', 'O')
('resources', 'resource', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('allow', 'allow', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('multiply', 'multiply', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('spread', 'spread', 'VBD', 'B-VP', 'O')
('(Yang', '(Yang', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
The degree of infection and its aggressiveness can be defined by the infectious bacteria’s virulence which gages the potency of an infectious agent based on its ability to invade the host’s system and induce disease.
('The', 'The', 'DT', 'B-NP', 'O')
('degree', 'degree', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infection', 'infection', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('aggressiveness', 'aggressiveness', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('defined', 'define', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria’s', 'bacteria’', 'NNS', 'I-NP', 'O')
('virulence', 'virulence', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('gages', 'gag', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('potency', 'potency', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('agent', 'agent', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('ability', 'ability', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('invade', 'invade', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('host’s', 'host’', 'NNS', 'I-NP', 'O')
('system', 'system', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('induce', 'induce', 'VB', 'B-VP', 'O')
('disease.', 'disease.', 'NN', 'B-NP', 'O')
An infectious agent has to be able to penetrate the host’s immune system and find an area in the host to multiply which is predicated on the infectious bacteria’s mode of conveyance as well as the makeup of the cell’s surface.
('An', 'An', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('agent', 'agent', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('penetrate', 'penetrate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('host’s', 'host’', 'NNS', 'I-NP', 'O')
('immune', 'immune', 'JJ', 'I-NP', 'O')
('system', 'system', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('find', 'find', 'VB', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('area', 'area', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('host', 'host', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('multiply', 'multiply', 'VB', 'I-VP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('predicated', 'predicate', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria’s', 'bacteria’', 'NNS', 'I-NP', 'O')
('mode', 'mode', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('conveyance', 'conveyance', 'NN', 'B-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('makeup', 'makeup', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell’s', 'cell’', 'NNS', 'I-NP', 'O')
('surface.', 'surface.', 'NN', 'I-NP', 'O')
The role of PBP has been deeply studied as it has been traditionally targeted by a variety of antibiotics giving it the name, penicillin binding protein (Suginaka et al., 2007).
('The', 'The', 'DT', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('PBP', 'PBP', 'NN', 'B-NP', 'B-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('deeply', 'deeply', 'RB', 'I-VP', 'O')
('studied', 'study', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('traditionally', 'traditionally', 'RB', 'I-VP', 'O')
('targeted', 'target', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
