ManBIF: a Program for Mining and Managing Biobank Impact Factor Data.
('ManBIF:', 'ManBIF:', ':', 'O', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('powerful', 'powerful', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('confirming', 'confirm', 'VBG', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('analyzing', 'analyze', 'VBG', 'I-VP', 'O')
('hit', 'hit', 'VBN', 'B-NP', 'O')
('information.', 'information.', 'NN', 'I-NP', 'O')
The search feature for resource names or IDs related to biobanks could also be implemented for improvement.
('The', 'The', 'DT', 'B-NP', 'O')
('search', 'search', 'NN', 'I-NP', 'O')
('feature', 'feature', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('resource', 'resource', 'NN', 'B-NP', 'O')
('names', 'name', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('IDs', 'ID', 'NNS', 'I-NP', 'O')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('biobanks', 'biobank', 'NNS', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('implemented', 'implement', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('improvement.', 'improvement.', 'NN', 'B-NP', 'O')
Such an evolution could make the program an important tool for biobanks.
('Such', 'Such', 'PDT', 'B-NP', 'O')
('an', 'an', 'DT', 'I-NP', 'O')
('evolution', 'evolution', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('tool', 'tool', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('biobanks.', 'biobanks.', 'NN', 'B-NP', 'O')
