Computational Analysis of Neighboring Genes on  Arabidopsis thaliana Chromosomes 4 and 5:  Their Genomic Association as Functional Subunits  The genes related to specific events or pathways in bacteria are frequently localized proximate to the  genome of their neighbors, as with the structures known as operon, but eukaryotic genes seem to be independent of their neighbors, and are dispersed randomly throughout genomes.
('Computational', 'Computational', 'JJ', 'B-NP', 'O')
The number of bigrams was 2178 for each frame in chromosome 4, and 3208 and 3213 for framel and 2 of chromosome 5 (Table 1).
('The', 'The', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bigrams', 'bigram', 'NNS', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('2178', '2178', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('frame', 'frame', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'O')
('4,', '4,', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('3208', '3208', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('3213', '3213', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('framel', 'framel', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('2', '2', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('5', '5', 'CD', 'I-NP', 'I-DNA')
('(Table', '(Table', 'JJ', 'I-NP', 'O')
('1).', '1).', 'CD', 'I-NP', 'O')
The average proportion of bigrams, excluding the 00, 98, and 99 function categories were 17.21 and 10.87% for chromosome 4 and 5, respectively (Table 1).
('The', 'The', 'DT', 'B-NP', 'O')
('average', 'average', 'JJ', 'I-NP', 'O')
('proportion', 'proportion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bigrams,', 'bigrams,', 'NN', 'B-NP', 'O')
('excluding', 'exclude', 'VBG', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('00,', '00,', 'NN', 'I-NP', 'B-protein')
('98,', '98,', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'I-protein')
('99', '99', 'CD', 'I-NP', 'I-protein')
('function', 'function', 'NN', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('17.21', '17.21', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10.87%', '10.87%', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'I-NP', 'O')
('5,', '5,', 'CD', 'I-NP', 'O')
('respectively', 'respectively', 'RB', 'B-ADJP', 'O')
('(Table', '(Table', 'JJ', 'I-ADJP', 'O')
('1).', '1).', '.', 'O', 'O')
From these, functionally identical bigrams, that is, bigrams composed of an identical function sub-category, were counted, and the proportions were 4.59 and 4.68% for frames 1 and 2 of chromosome 4, and 2.46 and 2.33% for frames 1 and 2 of chromosome 5, respectively (Table 1).
('From', 'From', 'IN', 'B-PP', 'O')
('these,', 'these,', 'DT', 'B-NP', 'O')
('functionally', 'functionally', 'RB', 'I-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams,', 'bigrams,', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('is,', 'is,', 'NN', 'B-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('composed', 'compose', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('sub-category,', 'sub-category,', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('counted,', 'counted,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('proportions', 'proportion', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('4.59', '4.59', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('4.68%', '4.68%', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('frames', 'frame', 'NNS', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4,', '4,', 'CD', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'I-NP', 'O')
('2.46', '2.46', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('2.33%', '2.33%', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('frames', 'frame', 'NNS', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'O')
('5,', '5,', 'NN', 'I-NP', 'O')
('respectively', 'respectively', 'RB', 'B-ADJP', 'O')
('(Table', '(Table', 'JJ', 'I-ADJP', 'O')
('1).', '1).', '.', 'O', 'O')
We    evaluated    the    p-values    of    functionally    identical bigrams to assess the statistical significance for a weighted random distribution.
('We', 'We', 'PRP', 'B-NP', 'O')
('evaluated', 'evaluate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('p-values', 'p-value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('assess', 'assess', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('statistical', 'statistical', 'JJ', 'I-NP', 'O')
('significance', 'significance', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('weighted', 'weighted', 'JJ', 'I-NP', 'O')
('random', 'random', 'JJ', 'I-NP', 'O')
('distribution.', 'distribution.', 'NN', 'I-NP', 'O')
The p-values for frames 1 and 2 for chromosome 4 were 1.8279x1 O’ 95 and 1.219293x1 O' 93 , and for chromosome 5 were 1.7615x1 O' 47 and 1.3772x10 41 , respectively (Table 1).
('The', 'The', 'DT', 'B-NP', 'O')
('p-values', 'p-value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('frames', 'frame', 'NNS', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('1.8279x1', '1.8279x1', 'CD', 'B-NP', 'O')
('O’', 'O’', 'NNP', 'I-NP', 'O')
('95', '95', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('1.219293x1', '1.219293x1', 'CD', 'I-NP', 'O')
("O'", "O'", 'NNP', 'I-NP', 'O')
('93', '93', 'CD', 'I-NP', 'O')
(',', ',', ',', 'O', 'O')
('and', 'and', 'CC', 'O', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('5', '5', 'CD', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('1.7615x1', '1.7615x1', 'CD', 'B-NP', 'O')
("O'", "O'", 'NNP', 'I-NP', 'O')
('47', '47', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('1.3772x10', '1.3772x10', 'CD', 'I-NP', 'O')
('41', '41', 'CD', 'I-NP', 'O')
(',', ',', ',', 'O', 'O')
('respectively', 'respectively', 'RB', 'B-ADJP', 'O')
('(Table', '(Table', 'JJ', 'I-ADJP', 'O')
('1).', '1).', '.', 'O', 'O')
These p-values suggested that the probability of a genomic association of functionally identical bigrams, due to chance, was extremely low.
('These', 'These', 'DT', 'B-NP', 'O')
('p-values', 'p-value', 'NNS', 'I-NP', 'O')
('suggested', 'suggest', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('genomic', 'genomic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams,', 'bigrams,', 'NN', 'I-NP', 'O')
('due', 'due', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('chance,', 'chance,', 'NN', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('extremely', 'extremely', 'RB', 'B-ADJP', 'O')
('low.', 'low.', 'JJ', 'I-ADJP', 'O')
The observed number of functionally identical bigrams was significantly higher than expected, even when the weighted random distribution was considered (Table 1).
('The', 'The', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADJP', 'O')
('higher', 'high', 'JJR', 'I-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('expected,', 'expected,', 'NN', 'B-NP', 'O')
('even', 'even', 'RB', 'B-ADVP', 'O')
('when', 'when', 'WRB', 'I-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('weighted', 'weight', 'VBN', 'I-NP', 'O')
('random', 'random', 'JJ', 'I-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('considered', 'consider', 'VBN', 'I-VP', 'O')
('(Table', '(Table', 'JJ', 'B-ADJP', 'O')
('1).', '1).', 'CD', 'B-NP', 'O')
The observed number was higher in chromosome 4, although the chromosome 5 also had a higher than expected number.
('The', 'The', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'O')
('4,', '4,', 'NN', 'I-NP', 'O')
('although', 'although', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chromosome', 'chromosome', 'NN', 'I-NP', 'B-DNA')
('5', '5', 'CD', 'I-NP', 'I-DNA')
('also', 'also', 'RB', 'B-ADVP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('higher', 'high', 'JJR', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('expected', 'expect', 'VBN', 'B-NP', 'O')
('number.', 'number.', 'NN', 'I-NP', 'O')
We mapped all the bigrams on the diagonal matrices according to their nineteen large function categories in order to display their global genomic association (Fig.
('We', 'We', 'PRP', 'B-NP', 'O')
('mapped', 'map', 'VBD', 'B-VP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('matrices', 'matrix', 'NNS', 'I-NP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('nineteen', 'nineteen', 'CD', 'I-NP', 'O')
('large', 'large', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('display', 'display', 'VB', 'I-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('global', 'global', 'JJ', 'I-NP', 'O')
('genomic', 'genomic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
The diagonal pairs showed higher frequencies of bigrams, and    the    pairs    on    categories    01-metabolism’    and    04- transcriptiori showed relatively higher frequencies than the other pairs.
('The', 'The', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('frequencies', 'frequency', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bigrams,', 'bigrams,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('categories', 'category', 'NNS', 'B-NP', 'O')
('01-metabolism’', '01-metabolism’', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('04-', '04-', 'JJ', 'I-NP', 'O')
('transcriptiori', 'transcriptiori', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('higher', 'high', 'JJR', 'I-NP', 'O')
('frequencies', 'frequency', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('pairs.', 'pairs.', 'NNS', 'I-NP', 'O')
The metabolism and transcription categories are the first and second largest groups in both chromosomes 4 (01: 9.6%, 04: 5.6%) (Mayer et al., 1999) 5 (01: 21.1%, 04: 18.6%) (The Kazusa DNA Research Institute, 2002).
('The', 'The', 'DT', 'B-NP', 'O')
('metabolism', 'metabolism', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('second', 'second', 'JJ', 'I-NP', 'O')
('largest', 'large', 'JJS', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('chromosomes', 'chromosome', 'NNS', 'I-NP', 'B-DNA')
('4', '4', 'CD', 'B-NP', 'I-DNA')
('(01:', '(01:', ':', 'O', 'O')
('9.6%,', '9.6%,', 'CD', 'B-NP', 'O')
('04:', '04:', ':', 'O', 'O')
('5.6%)', '5.6%)', 'CD', 'B-NP', 'O')
('(Mayer', '(Mayer', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'B-protein')
('al.,', 'al.,', 'IN', 'B-PP', 'I-protein')
('1999)', '1999)', 'CD', 'B-NP', 'I-protein')
('5', '5', 'CD', 'I-NP', 'I-protein')
('(01:', '(01:', ':', 'O', 'O')
('21.1%,', '21.1%,', 'CD', 'B-NP', 'O')
('04:', '04:', ':', 'O', 'O')
('18.6%)', '18.6%)', 'CD', 'B-NP', 'O')
('(The', '(The', 'NNP', 'I-NP', 'O')
('Kazusa', 'Kazusa', 'NNP', 'I-NP', 'O')
('DNA', 'DNA', 'NNP', 'I-NP', 'O')
('Research', 'Research', 'NNP', 'I-NP', 'O')
('Institute,', 'Institute,', 'NNP', 'I-NP', 'O')
('2002).', '2002).', '.', 'O', 'O')
Thus, it is plausible that those associated pairs would appear more frequently.
('Thus,', 'Thus,', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('plausible', 'plausible', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('associated', 'associate', 'VBN', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('appear', 'appear', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('frequently.', 'frequently.', 'JJ', 'I-ADJP', 'O')
However, the diagonal pairs, i.e., composed of the same function category, appeared    more    frequently    regardless    of    their    function category and the proportion of the function category in each chromosome.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('pairs,', 'pairs,', 'NN', 'I-NP', 'O')
('i.e.,', 'i.e.,', 'NN', 'I-NP', 'O')
('composed', 'compose', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('category,', 'category,', 'NN', 'I-NP', 'O')
('appeared', 'appear', 'VBD', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-ADVP', 'O')
('frequently', 'frequently', 'RB', 'I-ADVP', 'O')
('regardless', 'regardless', 'RB', 'B-ADVP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('category', 'category', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('proportion', 'proportion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('category', 'category', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('chromosome.', 'chromosome.', 'NN', 'I-NP', 'O')
This coincided with higher probability of co-localizations of genes, composed of identical function sub-categories, as functionally identical bigrams.
('This', 'This', 'DT', 'B-NP', 'O')
('coincided', 'coincide', 'VBD', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('co-localizations', 'co-localization', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes,', 'genes,', 'NN', 'B-NP', 'O')
('composed', 'compose', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('identical', 'identical', 'JJ', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('sub-categories,', 'sub-categories,', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams.', 'bigrams.', 'NNS', 'I-NP', 'O')
Thematrices of chromosome 4 showed clearer, denser pairs on the diagonal than those of chromosome 5, and the pairs related to the metabolism-01 and transcription-04 function categories showed a higher frequency than the other pairs.
('The', 'The', 'DT', 'B-NP', 'O')
('matrices', 'matrix', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'I-NP', 'I-DNA')
('showed', 'show', 'VBD', 'B-VP', 'O')
('clearer,', 'clearer,', 'NN', 'B-NP', 'O')
('denser', 'denser', 'NN', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('5,', '5,', 'NN', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('metabolism-01', 'metabolism-01', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('transcription-04', 'transcription-04', 'NN', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('higher', 'high', 'JJR', 'I-NP', 'O')
('frequency', 'frequency', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('pairs.', 'pairs.', 'NNS', 'I-NP', 'O')
This occurred because there were more fully annotated genes in chromosome 4 than in chromosome 5, and there was bias in the proportion of function categories of annotated genes.
('This', 'This', 'DT', 'B-NP', 'O')
('occurred', 'occur', 'VBD', 'B-VP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('more', 'more', 'RBR', 'I-VP', 'O')
('fully', 'fully', 'RB', 'I-VP', 'O')
('annotated', 'annotate', 'VBN', 'I-VP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'I-NP', 'I-DNA')
('than', 'than', 'IN', 'B-PP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'O')
('5,', '5,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('bias', 'bias', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('proportion', 'proportion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('function', 'function', 'NN', 'B-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('annotated', 'annotated', 'JJ', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
To assess the effect of S/MAR on the co-localization of genes with an identical function sub-category, we predicted the S/MAR loci on chromosomes 4 and 5, and surveyed the bigrams on both sides of S/MAR.
('To', 'To', 'TO', 'B-VP', 'O')
('assess', 'assess', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('S/MAR', 'S/MAR', 'NN', 'B-NP', 'B-protein')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('co-localization', 'co-localization', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('sub-category,', 'sub-category,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('predicted', 'predict', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('S/MAR', 'S/MAR', 'NN', 'I-NP', 'B-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('on', 'on', 'IN', 'B-PP', 'O')
('chromosomes', 'chromosome', 'NNS', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'B-NP', 'I-DNA')
('and', 'and', 'CC', 'I-NP', 'O')
('5,', '5,', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('surveyed', 'survey', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('sides', 'side', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('S/MAR.', 'S/MAR.', 'NN', 'B-NP', 'O')
We collected the flanking sequences of he discrete non-overlapping genes, then assessed their S/MAR retention.
('We', 'We', 'PRP', 'B-NP', 'O')
('collected', 'collect', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('flanking', 'flanking', 'NN', 'I-NP', 'B-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('he', 'he', 'PRP', 'B-NP', 'O')
('discrete', 'discrete', 'JJ', 'B-NP', 'O')
('non-overlapping', 'non-overlapping', 'JJ', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('then', 'then', 'RB', 'B-ADVP', 'O')
('assessed', 'assess', 'VBD', 'B-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('S/MAR', 'S/MAR', 'NN', 'I-NP', 'O')
('retention.', 'retention.', 'NN', 'I-NP', 'O')
The MATCH™ Profiler program generated five criteria for MRS-1 and MRS-2, and the cutoff value FN50 was selected followingtests on the previously reported sequences.
('The', 'The', 'DT', 'B-NP', 'O')
('MATCH™', 'MATCH™', 'NNP', 'I-NP', 'O')
('Profiler', 'Profiler', 'NN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('generated', 'generate', 'VBD', 'B-VP', 'O')
('five', 'five', 'CD', 'B-NP', 'O')
('criteria', 'criterion', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('MRS-1', 'MRS-1', 'NN', 'B-NP', 'B-protein')
