KARE Genomewide Association Study of Blood Pressure Using Imputed SNPs.
('KARE', 'KARE', 'NNP', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
Subjects and their genotypes were reported in a previous genomewide association study (Cho et al., 2009).
('Subjects', 'Subject', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('genotypes', 'genotype', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('(Cho', '(Cho', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
Briefly, subjects came from 2 communitybased cohorts, the rural community Ansung and the urban community Ansan, in KyungGiDo province, near Seoul, Korea.
('Briefly,', 'Briefly,', 'JJ', 'B-NP', 'O')
('subjects', 'subject', 'NNS', 'I-NP', 'O')
('came', 'come', 'VBD', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('2', '2', 'CD', 'B-NP', 'O')
('communitybased', 'communitybase', 'VBN', 'B-VP', 'O')
('cohorts,', 'cohorts,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rural', 'rural', 'JJ', 'I-NP', 'O')
('community', 'community', 'NN', 'I-NP', 'O')
('Ansung', 'Ansung', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('urban', 'urban', 'JJ', 'I-NP', 'O')
('community', 'community', 'NN', 'I-NP', 'O')
('Ansan,', 'Ansan,', 'NNP', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('KyungGiDo', 'KyungGiDo', 'NNP', 'B-NP', 'O')
('province,', 'province,', 'NN', 'I-NP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('Seoul,', 'Seoul,', 'NNP', 'B-NP', 'O')
('Korea.', 'Korea.', 'NNP', 'I-NP', 'O')
Most DNA samples were isolated from the peripheral blood of participants and genotyped using the Affymetrix Genomewide Human SNP array 5.0 (Affymetrix, Inc., Santa Clara, CA, USA).
('Most', 'Most', 'JJS', 'B-NP', 'O')
('DNA', 'DNA', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated', 'isolate', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peripheral', 'peripheral', 'JJ', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('participants', 'participant', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('genotyped', 'genotype', 'VBN', 'B-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Affymetrix', 'Affymetrix', 'NNP', 'I-NP', 'O')
('Genomewide', 'Genomewide', 'JJ', 'I-NP', 'O')
('Human', 'Human', 'JJ', 'I-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'O')
('array', 'array', 'NN', 'I-NP', 'O')
('5.0', '5.0', 'CD', 'I-NP', 'O')
('(Affymetrix,', '(Affymetrix,', 'NNP', 'I-NP', 'O')
('Inc.,', 'Inc.,', 'NNP', 'I-NP', 'O')
('Santa', 'Santa', 'NNP', 'I-NP', 'O')
('Clara,', 'Clara,', 'NNP', 'I-NP', 'O')
('CA,', 'CA,', 'NNP', 'I-NP', 'O')
('USA).', 'USA).', 'NNP', 'I-NP', 'O')
After the quality control steps, we finally used   　　7751 individuals for blood pressure traits.
('After', 'After', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('quality', 'quality', 'NN', 'I-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('steps,', 'steps,', 'VBD', 'B-VP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('finally', 'finally', 'RB', 'B-ADVP', 'O')
('used', 'use', 'VBD', 'B-VP', 'O')
('\u3000\u30007751', '\u3000\u30007751', 'CD', 'B-NP', 'O')
('individuals', 'individual', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('traits.', 'traits.', 'NN', 'I-NP', 'O')
The 351,677 genotyped SNPs had a missing gene call rate below 0.1, a minor allele frequency (MAF) higher than 0.01, and no deviation from Hardy-Weinberg Equilibrium (HWE) (p＞1×10−6) (WTCCC, 2007).
('The', 'The', 'DT', 'B-NP', 'O')
('351,677', '351,677', 'CD', 'I-NP', 'O')
('genotyped', 'genotype', 'VBN', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('missing', 'miss', 'VBG', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('call', 'call', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('below', 'below', 'IN', 'B-PP', 'O')
('0.1,', '0.1,', 'CD', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('minor', 'minor', 'JJ', 'I-NP', 'O')
('allele', 'allele', 'NN', 'I-NP', 'O')
('frequency', 'frequency', 'NN', 'I-NP', 'O')
('(MAF)', '(MAF)', 'NN', 'I-NP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('0.01,', '0.01,', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('deviation', 'deviation', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('Hardy-Weinberg', 'Hardy-Weinberg', 'NNP', 'B-NP', 'O')
('Equilibrium', 'Equilibrium', 'NNP', 'I-NP', 'O')
('(HWE)', '(HWE)', 'NNP', 'I-NP', 'O')
('(p＞1×10−6)', '(p＞1×10−6)', 'LS', 'B-LST', 'O')
('(WTCCC,', '(WTCCC,', 'NNP', 'B-NP', 'B-protein')
('2007).', '2007).', '.', 'O', 'O')
The basic characteristics and blood pressures of the subjects are listed in Table 1.
('The', 'The', 'DT', 'B-NP', 'O')
('basic', 'basic', 'JJ', 'I-NP', 'O')
('characteristics', 'characteristic', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressures', 'pressure', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subjects', 'subject', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('listed', 'list', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('1.', '1.', 'CD', 'I-NP', 'O')
For this study, blood pressure measurements were taken 3 times in the supine position.
('For', 'For', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('measurements', 'measurement', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('taken', 'take', 'VBN', 'I-VP', 'O')
('3', '3', 'CD', 'B-NP', 'O')
('times', 'time', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('supine', 'supine', 'NN', 'I-NP', 'O')
('position.', 'position.', 'NN', 'I-NP', 'O')
Before the first measurement, participants rested for 5 minutes, and 3 measurements were made at least 30 seconds apart.
('Before', 'Before', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('measurement,', 'measurement,', 'NN', 'I-NP', 'O')
('participants', 'participant', 'NNS', 'I-NP', 'O')
('rested', 'rest', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('minutes,', 'minutes,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('3', '3', 'CD', 'I-NP', 'O')
('measurements', 'measurement', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('made', 'make', 'VBN', 'I-VP', 'O')
('at', 'at', 'IN', 'B-NP', 'O')
('least', 'least', 'JJS', 'I-NP', 'O')
('30', '30', 'CD', 'I-NP', 'O')
('seconds', 'second', 'NNS', 'I-NP', 'O')
('apart.', 'apart.', 'RB', 'B-ADVP', 'O')
The average of the 3 measurements was used for this study.
('The', 'The', 'DT', 'B-NP', 'O')
('average', 'average', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('3', '3', 'CD', 'I-NP', 'O')
('measurements', 'measurement', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
The KARE dataset, comprising 351,677 SNPs for 7751 individuals, was merged with that of International HapMap Phase II JPT (Japanese)+HCB (Chinese) panel 2.
('The', 'The', 'DT', 'B-NP', 'O')
('KARE', 'KARE', 'NN', 'I-NP', 'O')
('dataset,', 'dataset,', 'NN', 'I-NP', 'O')
('comprising', 'comprise', 'VBG', 'B-VP', 'O')
('351,677', '351,677', 'CD', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('7751', '7751', 'CD', 'B-NP', 'O')
('individuals,', 'individuals,', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('merged', 'merge', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('International', 'International', 'JJ', 'B-NP', 'O')
('HapMap', 'HapMap', 'NN', 'I-NP', 'O')
('Phase', 'Phase', 'NN', 'I-NP', 'O')
('II', 'II', 'CD', 'I-NP', 'O')
('JPT', 'JPT', 'NN', 'I-NP', 'O')
('(Japanese)+HCB', '(Japanese)+HCB', 'NN', 'I-NP', 'O')
('(Chinese)', '(Chinese)', 'NN', 'I-NP', 'O')
('panel', 'panel', 'NN', 'I-NP', 'O')
('2.', '2.', 'CD', 'I-NP', 'O')
The genotypes of the KARE individuals were imputed using IMPUTE (Howie et al., 2009).
('The', 'The', 'DT', 'B-NP', 'O')
('genotypes', 'genotype', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('KARE', 'KARE', 'NN', 'I-NP', 'O')
('individuals', 'individual', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('imputed', 'impute', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('IMPUTE', 'IMPUTE', 'NNP', 'B-NP', 'O')
('(Howie', '(Howie', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
Most statistical analyses were performed using PLINK, version 1.07 (http://pngu.
('Most', 'Most', 'JJS', 'B-NP', 'O')
('statistical', 'statistical', 'JJ', 'I-NP', 'O')
('analyses', 'analysis', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('PLINK,', 'PLINK,', 'NN', 'B-NP', 'B-protein')
('version', 'version', 'NN', 'I-NP', 'I-protein')
('1.07', '1.07', 'CD', 'I-NP', 'I-protein')
('(http://pngu.', '(http://pngu.', 'LS', 'O', 'O')
mgh.
('mgh.', 'mgh.', 'LS', 'B-LST', 'O')
harvard.
('harvard.', 'harvard.', 'LS', 'B-LST', 'O')
edu/~purcell/plink/) (Purcell et al., 2007) and SAS (version 9.1; SAS Institute Inc., Cary, NC, USA).
('edu/~purcell/plink/)', 'edu/~purcell/plink/)', 'LS', 'B-LST', 'O')
('(Purcell', '(Purcell', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('2007)', '2007)', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAS', 'SAS', 'NNP', 'B-NP', 'O')
('(version', '(version', 'NNP', 'I-NP', 'O')
('9.1;', '9.1;', ':', 'O', 'O')
('SAS', 'SAS', 'NNP', 'B-NP', 'O')
('Institute', 'Institute', 'NNP', 'I-NP', 'O')
('Inc.,', 'Inc.,', 'NNP', 'I-NP', 'O')
('Cary,', 'Cary,', 'NNP', 'I-NP', 'O')
('NC,', 'NC,', 'NNP', 'I-NP', 'O')
('USA).', 'USA).', 'NNP', 'I-NP', 'O')
Systolic blood pressure (SBP) and diastolic blood pressure (DBP) were tested for their as　　　　sociation by linear regression analysis with an additive model (1-d. f. ) after adjustments for area, age, sex, and BMI.
('Systolic', 'Systolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(SBP)', '(SBP)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(DBP)', '(DBP)', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('tested', 'test', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('as\u3000\u3000\u3000\u3000sociation', 'as\u3000\u3000\u3000\u3000sociation', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('linear', 'linear', 'JJ', 'B-NP', 'O')
('regression', 'regression', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('additive', 'additive', 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('(1-d.', '(1-d.', 'JJ', 'I-NP', 'O')
('f.', 'f.', 'NN', 'I-NP', 'O')
(')', ')', ')', 'O', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('adjustments', 'adjustment', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('area,', 'area,', 'NN', 'B-NP', 'O')
('age,', 'age,', 'NN', 'I-NP', 'O')
('sex,', 'sex,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('BMI.', 'BMI.', 'NN', 'B-NP', 'O')
Using a filtering scheme of INFO ≥0.5 and posterior probability ≥0.9, a total of 1,827,004 SNPs were imputed and analyzed for the genomewide association study of blood pressure traits.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('filtering', 'filter', 'VBG', 'I-NP', 'O')
('scheme', 'scheme', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('INFO', 'INFO', 'NN', 'B-NP', 'B-protein')
('≥0.5', '≥0.5', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('posterior', 'posterior', 'JJ', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('≥0.9,', '≥0.9,', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1,827,004', '1,827,004', 'CD', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('imputed', 'impute', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('analyzed', 'analyze', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('traits.', 'traits.', 'NN', 'I-NP', 'O')
While no SNP passed the Bonferroni correction p-value (p=2.74×10−8 for 1,827,004 SNPs), 12 novel loci for systolic blood pressure (SBP) and 16 loci for diastolic blood pressure (DBP) were detected by the imputed SNPs with 10−5＜p-value ＜10−4 (Table 2).
('While', 'While', 'IN', 'B-SBAR', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'B-protein')
('passed', 'pass', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Bonferroni', 'Bonferroni', 'NNP', 'I-NP', 'O')
('correction', 'correction', 'NN', 'I-NP', 'O')
('p-value', 'p-value', 'NN', 'I-NP', 'O')
('(p=2.74×10−8', '(p=2.74×10−8', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('1,827,004', '1,827,004', 'CD', 'B-NP', 'B-DNA')
('SNPs),', 'SNPs),', 'NN', 'I-NP', 'I-DNA')
('12', '12', 'CD', 'B-NP', 'I-DNA')
('novel', 'novel', 'JJ', 'I-NP', 'I-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('systolic', 'systolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(SBP)', '(SBP)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('16', '16', 'CD', 'B-NP', 'B-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(DBP)', '(DBP)', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('detected', 'detect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputed', 'impute', 'VBN', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('10−5＜p-value', '10−5＜p-value', 'JJ', 'B-NP', 'O')
('＜10−4', '＜10−4', 'CD', 'I-NP', 'O')
('(Table', '(Table', 'NNP', 'I-NP', 'O')
('2).', '2).', '.', 'O', 'O')
Most of the loci had lower than 2 SNPs of significance near the region, except 20q13.13 and 2q33.1, which had 7 and 6 SNPs of significance, respectively.
('Most', 'Most', 'JJS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('loci', 'locus', 'NNS', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('lower', 'low', 'JJR', 'B-NP', 'O')
('than', 'than', 'IN', 'I-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('significance', 'significance', 'NN', 'B-NP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('region,', 'region,', 'NN', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('20q13.13', '20q13.13', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('2q33.1,', '2q33.1,', 'CD', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('7', '7', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('6', '6', 'CD', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('significance,', 'significance,', 'NN', 'B-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
Notably, the SNP (rs1027345) near the ZNF385D gene in the 3p24.3 region was significant for both SBP and DBP (p=2.06×10−5 and 8.26×10−5, respectively).
('Notably,', 'Notably,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'O')
('(rs1027345)', '(rs1027345)', 'NN', 'I-NP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ZNF385D', 'ZNF385D', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('3p24.3', '3p24.3', 'NN', 'I-NP', 'B-DNA')
('region', 'region', 'NN', 'I-NP', 'I-DNA')
('was', 'be', 'VBD', 'B-VP', 'O')
('significant', 'significant', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'O', 'O')
('SBP', 'SBP', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'O', 'O')
('DBP', 'DBP', 'NN', 'B-NP', 'B-protein')
('(p=2.06×10−5', '(p=2.06×10−5', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('8.26×10−5,', '8.26×10−5,', 'CD', 'I-NP', 'O')
('respectively).', 'respectively).', 'NN', 'I-NP', 'O')
In order to compare the signal p-values of the imputed and typed SNPs, SNPs that were located in the 14 previously reported genetic loci in the KARE study were investigated (Table 3).
('In', 'In', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('signal', 'signal', 'NN', 'I-NP', 'O')
('p-values', 'p-value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputed', 'impute', 'VBN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('typed', 'type', 'VBD', 'B-VP', 'O')
('SNPs,', 'SNPs,', 'NNP', 'B-NP', 'O')
('SNPs', 'SNPs', 'NNP', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('located', 'located', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('14', '14', 'CD', 'I-NP', 'O')
('previously', 'previously', 'RB', 'I-NP', 'O')
('reported', 'report', 'VBN', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('loci', 'locus', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('KARE', 'KARE', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('investigated', 'investigate', 'VBN', 'I-VP', 'O')
('(Table', '(Table', 'JJ', 'B-NP', 'O')
('3).', '3).', 'CD', 'I-NP', 'O')
A total of 7483 SNPs were extracted from the 1,827,004 imputed SNPs and analyzed for blood pressure.
('A', 'A', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('7483', '7483', 'CD', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('extracted', 'extract', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('1,827,004', '1,827,004', 'CD', 'I-NP', 'O')
('imputed', 'impute', 'VBN', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('analyzed', 'analyze', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure.', 'pressure.', 'NN', 'I-NP', 'O')
The most significant SNPs and their gene names are described in Table 3.
('The', 'The', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('names', 'name', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('described', 'describe', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('3.', '3.', 'LS', 'O', 'O')
For the extraction, the candidate regions were defined as±20 kb for the gene region and±500 kb for the intergenic region.
('For', 'For', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('extraction,', 'extraction,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('candidate', 'candidate', 'NN', 'I-NP', 'B-DNA')
('regions', 'region', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('defined', 'define', 'VBN', 'I-VP', 'O')
('as±20', 'as±20', 'NN', 'B-NP', 'O')
('kb', 'kb', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('region', 'region', 'NN', 'I-NP', 'O')
('and±500', 'and±500', 'CC', 'O', 'O')
('kb', 'kb', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intergenic', 'intergenic', 'JJ', 'I-NP', 'O')
('region.', 'region.', 'NN', 'I-NP', 'O')
Among the 14 loci, 7 loci (ATP2B1, 10p15.1, ARHGEF12, ALX4, LIPC, 7q31.1, and TCF7L2) showed enhanced association with blood pressure by the imputed SNPs.
('Among', 'Among', 'IN', 'B-PP', 'O')
